thema;bron;Deelmodel;attribuut;waarde;label-nl;definitie;naam waardelijst;URL
warmte;imkl2015;wion;us-net-common:appurtenanceType;putten;put(ten);definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/putten
warmte;imkl2015;wion;us-net-common:appurtenanceType;pompstation;pompstation;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/pompstation
warmte;imkl2015;wion;us-net-common:appurtenanceType;overdrachtsstation;overdrachtsstation;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/overdrachtsstation
warmte;;wion;us-net-common:appurtenanceType;;;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/
warmte;imkl2015;wion;us-net-common:appurtenanceType;mantelbuis;mantelbuis;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/mantelbuis
warmte;imkl2015;wion;us-net-common:appurtenanceType;zinker;zinker;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/zinker
warmte;imkl2015;wion;us-net-common:appurtenanceType;inEnUittredepuntBoringen;In/ en uittredepunt boringen;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/inEnUittredepuntBoringen
warmte;imkl2015;wion;us-net-common:appurtenanceType;gestuurdeBoring;gestuurde boring;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/gestuurdeBoring
warmte;;wion;us-net-common:appurtenanceType;;;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/
warmte;;wion;us-net-common:appurtenanceType;puntVanLevering;punt van levering;definitie;SewerAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/SewerAppurtenanceTypeIMKLValue/puntVanLevering
warmte;imkl2015;wion;;put;put;definitie;ThermalAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/put
warmte;imkl2015;wion;;pompstation;pompstation;definitie;ThermalAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/pompstation
warmte;imkl2015;wion;;overdrachtsstation;overdrachtsstation;definitie;ThermalAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/overdrachtsstation
warmte;imkl2015;wion;;lekdetectiemeetpunt;lekdetectiemeetpunt;definitie;ThermalAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/lekdetectiemeetpunt
warmte;imkl2015;wion;;compensator;compensator;definitie;ThermalAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/compensator
warmte;imkl2015;wion;;puntVanLevering;punt van levering;definitie;ThermalAppurtenanceTypeIMKLValue;http://www.geonovum.nl/imkl2015/1.0/def/ThermalAppurtenanceTypeIMKLValue/puntVanLevering
;imkl2015;wion;;waterloop;waterloop;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/waterloop
;imkl2015;wion;;rijbaanLokaleWeg;rijbaan lokale weg;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/rijbaanLokaleWeg
;imkl2015;wion;;fietspad;fietspad;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/fietspad
;imkl2015;wion;;sloot;sloot;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/sloot
;imkl2015;wion;;erf;erf;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/erf
;imkl2015;wion;;talud;talud;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/talud
;imkl2015;wion;;pandgeometrie;pandgeometrie;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/pandgeometrie
;imkl2015;wion;;overkapping;overkapping;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/overkapping
;imkl2015;wion;;loods;loods;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/loods
;imkl2015;wion;;hek;hek;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/hek
;imkl2015;wion;;draadraster;draadraster;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/draadraster
;imkl2015;wion;;faunaraster;faunaraster;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/faunaraster
;imkl2015;wion;;muur;muur;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/muur
;imkl2015;wion;;hoogspanningsmast;hoogspanningsmast;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/hoogspanningsmast
;imkl2015;wion;;steiger;steiger;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/steiger
;imkl2015;wion;;stuw;stuw;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/stuw
;imkl2015;wion;;gemaal;gemaal;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/gemaal
;imkl2015;wion;;brug;brug;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/brug
;imkl2015;wion;;viaduct;viaduct;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/viaduct
;imkl2015;wion;;Caikast;CAI-kast;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/Caikast
;imkl2015;wion;;elektrakast;elektrakast;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/elektrakast
;imkl2015;wion;;gaskast;gaskast;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/gaskast
;imkl2015;wion;;telecomkast;telecomkast;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/telecomkast
;imkl2015;wion;;rioolkast;rioolkast;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/rioolkast
;imkl2015;wion;;openbareVerlichtingkast;openbare verlichtingkast;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/openbareVerlichtingkast
;imkl2015;wion;;portaal;portaal;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/portaal
;imkl2015;wion;;lichtmast;lichtmast;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/lichtmast
;imkl2015;wion;;hectometerpaal;hectometerpaal;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/hectometerpaal
;imkl2015;wion;;inspectieputRioolput;inspectie- / rioolput;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/inspectieputRioolput
;imkl2015;wion;;kolk;kolk;definitie;TopografischObjectTypeValue;http://www.geonovum.nl/imkl2015/1.0/def/TopografischObjectTypeValue/kolk
